新出房源，业主诚售，单价低，楼层好，视野开阔,信和花园 , 4室2厅 , 156.48平米 ,81人关注 , 共46次带看 , 30天以前发布,980,单价62628元/平米,https://sh.lianjia.com/ershoufang/107100334644.html,浦东,1 
维罗纳贵都 满五唯一税少 婚装 业主诚意卖 看房随时,维罗纳贵都 , 2室2厅 , 60.12平米 ,69人关注 , 共1次带看 , 6个月以前发布,250,单价41584元/平米,https://sh.lianjia.com/ershoufang/107001533655.html,松江,3
满五唯一少税  楼层好南北通 安静,明丰公寓 , 2室2厅 , 93.8平米 ,24人关注 , 共8次带看 , 10个月以前发布,320,单价34116元/平米,https://sh.lianjia.com/ershoufang/107001628081.html,松江,3
三湘正气三房，南北直通厅，满五唯一，省税费,三湘四季花城 , 3室2厅 , 115.17平米 ,26人关注 , 共7次带看 , 5个月以前发布,530,单价46019元/平米,https://sh.lianjia.com/ershoufang/107001745345.html,松江,3
解放新村03年现浇房 一梯两户 满五唯一,解放新村 , 2室2厅 , 104.21平米 ,33人关注 , 共2次带看 , 一年前发布,205,单价19672元/平米,https://sh.lianjia.com/ershoufang/107000333317.html,奉贤,2
一复二 精装修 业主急卖 价格可谈 2003年房龄,扶栏新村 , 4室2厅 , 99.88平米 ,2人关注 , 共2次带看 , 一年前发布,299,单价29936元/平米,https://sh.lianjia.com/ershoufang/107000678045.html,奉贤,2
曙光新区 4室2厅 340万,曙光新区 , 4室2厅 , 155.84平米 ,11人关注 , 共1次带看 , 一年前发布,340,单价21818元/平米,https://sh.lianjia.com/ershoufang/107000758827.html,奉贤,2
曙光新区 3房2厅2卫 户型方正 采光好 九年华亭 汽车站,曙光新区 , 3室2厅 , 114.37平米 ,46人关注 , 共2次带看 , 一年前发布,265,单价23171元/平米,https://sh.lianjia.com/ershoufang/107000768185.html,奉贤,2
两房朝南一房朝北厅朝北，一体两户，得房率高价格可谈,鸿宝一村(南区) , 3室1厅 , 82.8平米 ,34人关注 , 共0次带看 , 一年前发布,205,单价24759元/平米,https://sh.lianjia.com/ershoufang/107000794959.html,奉贤,2
赏瀑布观湖景雅苑三期品质住宅 满五唯一税费少,金沙雅苑(三期) , 1室2厅 , 68.8平米 ,31人关注 , 共4次带看 , 7个月以前发布,508,单价73838元/平米,https://sh.lianjia.com/ershoufang/107002261307.html,普陀,3
满五唯一产权户口都清晰 采光好双南两房,桃浦七村雪松苑 , 2室1厅 , 63.45平米 ,117人关注 , 共3次带看 , 6个月以前发布,252,单价39717元/平米,https://sh.lianjia.com/ershoufang/107002278141.html,普陀,3
对口实验，高区大三房，中环内单价五万，近十一号地铁,万里真金苑 , 3室2厅 , 149.11平米 ,7人关注 , 共3次带看 , 31天以前发布,745,单价49964元/平米,https://sh.lianjia.com/ershoufang/107100331108.html,普陀,3
1梯2户婚房装修，采光全天无遮挡，产权清晰，满五唯一,东新苑 , 2室2厅 , 85.47平米 ,8人关注 , 共2次带看 , 21天以前发布,638,单价74647元/平米,https://sh.lianjia.com/ershoufang/107100361098.html,普陀,3
中远两湾城 2室2厅 720万,中远两湾城 , 2室2厅 , 96.56平米 ,16人关注 , 共4次带看 , 20天以前发布,720,单价74566元/平米,https://sh.lianjia.com/ershoufang/107100365251.html,普陀,3
豫园核.心+近外滩+观陆家嘴景观+复三小·学+全明户型,佳成大厦(公寓) , 2室2厅 , 103.17平米 ,19人关注 , 共2次带看 , 一年前发布,890,单价86266元/平米,https://sh.lianjia.com/ershoufang/107001514123.html,黄浦,3
底楼带天井，房东新降价，410万，急，急，急,桥一小区 , 2室0厅 , 52.95平米 ,17人关注 , 共2次带看 , 8个月以前发布,410,单价77432元/平米,https://sh.lianjia.com/ershoufang/107001689771.html,黄浦,3
南北通，满5唯一，业主诚意，看房方便，房龄新,瞿溪坊 , 2室1厅 , 77.38平米 ,68人关注 , 共1次带看 , 一年前发布,600,单价77540元/平米,https://sh.lianjia.com/ershoufang/107001793507.html,黄浦,3
人民广场地铁口+中区全南3房+曹光彪+格致+精装保养,金瓯万国大厦 , 3室2厅 , 143.86平米 ,49人关注 , 共3次带看 , 5个月以前发布,1200,单价83415元/平米,https://sh.lianjia.com/ershoufang/107002048173.html,黄浦,3
小区户型，业主诚意出售，老业主委托，满五唯一,惠达大厦 , 2室2厅 , 110.79平米 ,49人关注 , 共1次带看 , 10个月以前发布,820,单价74014元/平米,https://sh.lianjia.com/ershoufang/107002127499.html,黄浦,3
高区全南户型，全明，对口海华小.学，卢湾中.学,瑞南新苑 , 2室2厅 , 114.65平米 ,25人关注 , 共1次带看 , 9个月以前发布,1050,单价91584元/平米,https://sh.lianjia.com/ershoufang/107002177543.html,黄浦,3
黄山始信苑 3室1厅 650万,黄山始信苑 , 3室1厅 , 83.19平米 ,176人关注 , 共4次带看 , 11个月以前发布,650,单价78135元/平米,https://sh.lianjia.com/ershoufang/107000567877.html,浦东,3
银桥花苑 精装两房  楼层适中 看房随时,银桥花苑 , 2室1厅 , 65.57平米 ,72人关注 , 共5次带看 , 一年前发布,420,单价64054元/平米,https://sh.lianjia.com/ershoufang/107000636099.html,浦东,3
惠南镇毛坯复式房，满五唯一，小区仅有带院子,布鲁斯小镇(公寓) , 2室2厅 , 153平米 ,240人关注 , 共4次带看 , 一年前发布,290,单价18955元/平米,https://sh.lianjia.com/ershoufang/107000713361.html,浦东,3
全明户型 地铁6号线 小区环境好 看房随时,金杨二街坊 , 2室1厅 , 61.75平米 ,180人关注 , 共4次带看 , 一年前发布,335,单价54252元/平米,https://sh.lianjia.com/ershoufang/107000734173.html,浦东,3
客厅朝南带大阳台，房东诚心出售，18号线沪南公路站旁,周康一村 , 2室2厅 , 82.6平米 ,111人关注 , 共5次带看 , 10个月以前发布,308,单价37289元/平米,https://sh.lianjia.com/ershoufang/107001012879.html,浦东,3
中虹家园两房一厅，双南户型，房型正气，有钥匙,中虹家园 , 2室1厅 , 69.13平米 ,83人关注 , 共7次带看 , 5个月以前发布,280,单价40504元/平米,https://sh.lianjia.com/ershoufang/107001083025.html,浦东,3
千金难买窗前绿    外销房   带固定租赁车位  可一块,明珠花苑(浦东) , 3室2厅 , 143.27平米 ,99人关注 , 共7次带看 , 一年前发布,685,单价47812元/平米,https://sh.lianjia.com/ershoufang/107001102871.html,浦东,3
新都城公寓在售好楼层，总高23楼的7楼，全明户型,新都城公寓 , 2室1厅 , 103.35平米 ,23人关注 , 共2次带看 , 7个月以前发布,860,单价83213元/平米,https://sh.lianjia.com/ershoufang/107002253257.html,静安,2
入读一师 好楼层 售后公房 看房随时,金家巷西弄 , 2室1厅 , 51.38平米 ,5人关注 , 共2次带看 , 5个月以前发布,585,单价113858元/平米,https://sh.lianjia.com/ershoufang/107002309137.html,静安,2
业主诚意出售，业主诚意出售，业主诚意出售,江宁路906弄 , 2室1厅 , 52.16平米 ,53人关注 , 共2次带看 , 5个月以前发布,430,单价82439元/平米,https://sh.lianjia.com/ershoufang/107002313259.html,静安,2
1梯2户 得房率高 南北通风 小面积2房总价低 楼层好,汾西小区 , 2室0厅 , 43.69平米 ,31人关注 , 共0次带看 , 8个月以前发布,225,单价51500元/平米,https://sh.lianjia.com/ershoufang/107002160737.html,闸北,3
小区中间位置，景观好，户型南北通透,嘉利明珠城 , 2室2厅 , 95.35平米 ,12人关注 , 共7次带看 , 3个月以前发布,739,单价77504元/平米,https://sh.lianjia.com/ershoufang/107100098935.html,闸北,3
小区稀有一楼  南北全名  精装修 带天井  老少皆宜,"临汾花园, ", 2室1厅 , 64.51平米 ,44人关注 , 共4次带看 , 3个月以前发布,340,单价52706元/平米,https://sh.lianjia.com/ershoufang/107100101402.html,闸北,3
地铁口边套全明户型，高区精致装修，钥匙房随时可看。,龙盛佳苑 , 1室1厅 , 49.32平米 ,171人关注 , 共28次带看 , 3个月以前发布,308,单价62450元/平米,https://sh.lianjia.com/ershoufang/107100124363.html,闸北,3
房龄新，配套齐全，业主诚意出售,鞍山四村第三小区 , 2室1厅 , 39.31平米 ,110人关注 , 共4次带看 , 5个月以前发布,245,单价62326元/平米,https://sh.lianjia.com/ershoufang/107001191205.html,杨浦,2
钥匙在手，双南带阳台，随时看房，诚心出售.,友谊新村 , 2室0厅 , 53.42平米 ,31人关注 , 共1次带看 , 9个月以前发布,315,单价58967元/平米,https://sh.lianjia.com/ershoufang/107001558831.html,杨浦,2
满五年唯一客厅主卧朝南，次卧朝北，精装（看房方便）,现代星洲城 , 3室2厅 , 119.8平米 ,42人关注 , 共1次带看 , 一年前发布,930,单价77630元/平米,https://sh.lianjia.com/ershoufang/107001787081.html,杨浦,3
马陆清水湾 3室2厅 460万,马陆清水湾 , 3室2厅 , 140.74平米 ,37人关注 , 共2次带看 , 一年前发布,460,单价32685元/平米,https://sh.lianjia.com/ershoufang/107000720601.html,嘉定,3
丰庄十二街坊 2室1厅 230万,丰庄十二街坊 , 2室1厅 , 47.99平米 ,56人关注 , 共1次带看 , 8个月以前发布,230,单价47927元/平米,https://sh.lianjia.com/ershoufang/107000887759.html,嘉定,3
银南翔佳苑，多层中的高楼层，看房方便,银南翔佳苑 , 2室1厅 , 77.8平米 ,107人关注 , 共1次带看 , 11个月以前发布,295,单价37918元/平米,https://sh.lianjia.com/ershoufang/107001061091.html,嘉定,3
品质小区 实验小.学 视野开阔 配套成熟 交通便利,保利海上五月花(公寓) , 3室2厅 , 91.96平米 ,22人关注 , 共3次带看 , 一年前发布,320,单价34798元/平米,https://sh.lianjia.com/ershoufang/107001062523.html,嘉定,3
绿地金卫新家园 采光优秀 温馨之家 好房好心情,绿地金卫新家园 , 1室2厅 , 65平米 ,11人关注 , 共0次带看 , 6个月以前发布,130,单价20000元/平米,https://sh.lianjia.com/ershoufang/107002300269.html,金山,3
隆亭家园，一手动迁的满五唯一住房，税费少,隆亭家园 , 3室2厅 , 128平米 ,2人关注 , 共0次带看 , 5个月以前发布,210,单价16407元/平米,https://sh.lianjia.com/ershoufang/107002326609.html,金山,3
隆亭家园正气2房，业主诚心出售,隆亭家园 , 2室2厅 , 96平米 ,4人关注 , 共0次带看 , 4个月以前发布,165,单价17188元/平米,https://sh.lianjia.com/ershoufang/107002343915.html,金山,3
赞成红树林2房270万，采光好，中间楼层，到价签字！,赞成红树林 , 2室2厅 , 88.76平米 ,0人关注 , 共0次带看 , 4个月以前发布,245,单价27603元/平米,https://sh.lianjia.com/ershoufang/107100004787.html,金山,3
满五唯一 南北通  有地暖 保养好 送车位,天山怡景苑 , 2室2厅 , 105平米 ,27人关注 , 共3次带看 , 7个月以前发布,910,单价86667元/平米,https://sh.lianjia.com/ershoufang/107002241675.html,长宁,3
地铁房 业主及售 看房随时 一梯两户 得房率超高,圣约翰名邸 , 3室2厅 , 148.35平米 ,32人关注 , 共5次带看 , 7个月以前发布,1330,单价89653元/平米,https://sh.lianjia.com/ershoufang/107002246975.html,长宁,3
户型方正，边套全明户型，采光通风好，随时看房,沁秋小区 , 2室1厅 , 58.9平米 ,46人关注 , 共5次带看 , 7个月以前发布,330,单价56028元/平米,https://sh.lianjia.com/ershoufang/107002266567.html,长宁,3
低于市场价30万，只卖到月底！淞虹路地铁口环境优美,新泾八村 , 1室1厅 , 63.5平米 ,30人关注 , 共4次带看 , 6个月以前发布,340,单价53544元/平米,https://sh.lianjia.com/ershoufang/107002270359.html,长宁,3
启航城，南北双阳台，厨卫全明，自住装修，诚心出售,绿地启航城 , 3室2厅 , 95.58平米 ,17人关注 , 共0次带看 , 一年前发布,260,单价27203元/平米,https://sh.lianjia.com/ershoufang/107001884911.html,青浦,2
品质小区、龙湖物业、采光良好、上叠边套,龙湖滟澜山(公寓) , 3室1厅 , 87.65平米 ,16人关注 , 共0次带看 , 一年前发布,480,单价54764元/平米,https://sh.lianjia.com/ershoufang/107001924143.html,青浦,2
满五唯一少税、全南户型精装修 采光无遮挡黄 金楼层。,金地格林郡 , 2室2厅 , 89.38平米 ,14人关注 , 共0次带看 , 一年前发布,295,单价33006元/平米,https://sh.lianjia.com/ershoufang/107001999213.html,青浦,2
内环内精致两房 南北通透 户型利用率高,斜土路1220号 , 2室2厅 , 68.64平米 ,179人关注 , 共2次带看 , 一年前发布,500,单价72844元/平米,https://sh.lianjia.com/ershoufang/107000940779.html,徐汇,2
售后公房，上家零税，楼层佳采光好，安静，诚意出售,狮城花苑 , 3室1厅 , 91.81平米 ,77人关注 , 共2次带看 , 一年前发布,565,单价61541元/平米,https://sh.lianjia.com/ershoufang/107001706265.html,徐汇,2
有钥匙，看房随时，诚意出售，户型好，采光好,锦馨苑 , 2室2厅 , 94.49平米 ,174人关注 , 共0次带看 , 一年前发布,565,单价59795元/平米,https://sh.lianjia.com/ershoufang/107001756389.html,徐汇,2
海螺花园 2室1厅 835万,海螺花园 , 2室1厅 , 106.19平米 ,41人关注 , 共2次带看 , 一年前发布,835,单价78633元/平米,https://sh.lianjia.com/ershoufang/107001998383.html,徐汇,2
园南二村 电梯房 双楠户型 全明 价格面议,园南二村 , 2室1厅 , 73.68平米 ,42人关注 , 共3次带看 , 一年前发布,480,单价65147元/平米,https://sh.lianjia.com/ershoufang/107002006393.html,徐汇,2
康兴花园 4室2厅 1300万,康兴花园 , 4室2厅 , 161.48平米 ,63人关注 , 共2次带看 , 9个月以前发布,1300,单价80506元/平米,https://sh.lianjia.com/ershoufang/107002152671.html,徐汇,2
玫瑰苑正气3房，得房率高，近莘庄地铁站，看房随时！,春申玫瑰苑 , 3室2厅 , 114.17平米 ,72人关注 , 共8次带看 , 一年前发布,698,单价61137元/平米,https://sh.lianjia.com/ershoufang/107001744403.html,闵行,3
对口明强总校，小三房，随时看房，近体育公园,宝仪花苑 , 3室1厅 , 79.15平米 ,101人关注 , 共3次带看 , 8个月以前发布,485,单价61277元/平米,https://sh.lianjia.com/ershoufang/107001864355.html,闵行,3
龙柏城市花园 3室2厅 685万,龙柏城市花园 , 3室2厅 , 130.19平米 ,122人关注 , 共6次带看 , 一年前发布,685,单价52616元/平米,https://sh.lianjia.com/ershoufang/107001886051.html,闵行,3
地铁150米，高层景观房，非顶楼，满五唯一，居家自住,春申府邸 , 2室2厅 , 87.11平米 ,123人关注 , 共9次带看 , 一年前发布,470,单价53955元/平米,https://sh.lianjia.com/ershoufang/107001923147.html,闵行,3
钥匙房、好房源、满五唯一原动迁。,水语人家南苑 , 3室1厅 , 97.53平米 ,43人关注 , 共9次带看 , 一年前发布,368,单价37732元/平米,https://sh.lianjia.com/ershoufang/107002017561.html,闵行,3
满五年唯一少税，户型正楼层佳，业主诚意出售。,三花现代城 , 1室1厅 , 56.19平米 ,48人关注 , 共5次带看 , 一年前发布,368,单价65493元/平米,https://sh.lianjia.com/ershoufang/107001884503.html,宝山,3
全新装修满五年唯一，南北通透赠送露台,民主花园 , 2室1厅 , 65.72平米 ,30人关注 , 共2次带看 , 一年前发布,345,单价52496元/平米,https://sh.lianjia.com/ershoufang/107001918563.html,宝山,3
天馨花园 大两房 楼层好 总价低 买到就是赚到,天馨花园(公寓) , 2室2厅 , 92.29平米 ,152人关注 , 共2次带看 , 一年前发布,345,单价37383元/平米,https://sh.lianjia.com/ershoufang/107001930083.html,宝山,3
满五年唯一   税费少  复室房超大空间  实用面积152平,新顾村大家园A区 , 4室2厅 , 75.76平米 ,142人关注 , 共4次带看 , 一年前发布,365,单价48179元/平米,https://sh.lianjia.com/ershoufang/107001990837.html,宝山,3
馨良苑热推房源，楼层佳，位置好。诚意出售有钥匙！！,馨良苑 , 2室2厅 , 82.49平米 ,73人关注 , 共4次带看 , 一年前发布,440,单价53340元/平米,https://sh.lianjia.com/ershoufang/107002028337.html,宝山,3
业主诚心出售，二房朝南二房朝北全明户型,柏丽华庭 , 4室2厅 , 149.03平米 ,51人关注 , 共5次带看 , 一年前发布,610,单价40932元/平米,https://sh.lianjia.com/ershoufang/107002037613.html,宝山,3
中等装修，房子满五唯一，紧靠地铁站宝乐汇,宝林一村 , 2室1厅 , 51.95平米 ,45人关注 , 共1次带看 , 11个月以前发布,255,单价49086元/平米,https://sh.lianjia.com/ershoufang/107002080911.html,宝山,3
